p_rainfall,p_cloud cover,p_evapotranspiration,p_min_temp,p_vapour_pressure,p_max_temp,p_wdf,cloud cover,evapotranspiration,min_temp,vapour_pressure,max_temp,wdf,rainfall,p_pond,pond
0,16,4,6,8,22,0,6,6,12,9,28,0,0,,
0,6,6,12,9,28,0,37,6,14,8,31,2,21,,
21,37,6,14,8,31,2,25,8,21,8,36,0,0,,
0,25,8,21,8,36,0,24,8,26,13,41,1,3,,
3,24,8,26,13,41,1,43,8,28,23,41,3,47,,
47,43,8,28,23,41,3,65,6,26,29,35,11,278,,
278,65,6,26,29,35,11,66,5,24,28,31,15,505,,
505,66,5,24,28,31,15,43,6,22,23,33,5,147,,
147,43,6,22,23,33,5,13,6,19,14,34,1,10,,
10,13,6,19,14,34,1,13,5,13,9,29,0,2,,
2,13,5,13,9,29,0,32,4,9,9,25,3,29,,
29,32,4,9,9,25,3,31,4,7,8,22,1,16,,
16,31,4,7,8,22,1,19,5,8,8,24,1,3,,
3,19,5,8,8,24,1,27,6,15,8,31,1,6,,
6,27,6,15,8,31,1,20,8,21,9,36,0,0,,
0,20,8,21,9,36,0,23,8,25,13,40,0,1,,
1,23,8,25,13,40,0,45,8,29,24,41,2,16,,
16,45,8,29,24,41,2,63,6,25,29,34,11,285,,
285,63,6,25,29,34,11,62,5,25,28,32,9,172,,
172,62,5,25,28,32,9,33,6,24,25,35,1,28,,
28,33,6,24,25,35,1,14,6,19,14,33,1,14,,
14,14,6,19,14,33,1,4,6,13,9,29,0,0,,
0,4,6,13,9,29,0,14,5,9,9,24,0,0,,
0,14,5,9,9,24,0,17,4,8,8,23,1,6,,
6,17,4,8,8,23,1,14,5,11,9,26,1,7,,
7,14,5,11,9,26,1,22,7,17,9,35,0,1,,
1,22,7,17,9,35,0,23,8,23,9,38,0,0,,
0,23,8,23,9,38,0,30,8,25,12,40,1,18,,
18,30,8,25,12,40,1,43,8,30,25,42,2,12,,
12,43,8,30,25,42,2,63,6,25,29,34,12,298,,
298,63,6,25,29,34,12,63,5,25,29,32,9,197,,
197,63,5,25,29,32,9,44,6,23,25,32,5,99,,
99,44,6,23,25,32,5,15,6,20,15,35,0,0,,
0,15,6,20,15,35,0,11,6,14,10,31,1,9,,
9,11,6,14,10,31,1,11,5,8,8,25,0,0,,
0,11,5,8,8,25,0,24,4,8,8,23,1,17,,
17,24,4,8,8,23,1,23,5,9,8,25,2,22,,
22,23,5,9,8,25,2,34,6,15,8,31,1,8,,
8,34,6,15,8,31,1,22,8,22,9,39,0,1,,
1,22,8,22,9,39,0,29,8,26,13,41,2,29,,
29,29,8,26,13,41,2,50,8,26,22,39,5,85,,
85,50,8,26,22,39,5,61,6,27,29,36,7,121,,
121,61,6,27,29,36,7,64,5,25,28,33,13,421,,
421,64,5,25,28,33,13,46,6,23,24,33,5,143,,
143,46,6,23,24,33,5,20,6,19,14,35,0,0,,
0,20,6,19,14,35,0,3,6,12,9,29,0,0,,
0,3,6,12,9,29,0,11,5,9,9,25,0,0,,
0,11,5,9,9,25,0,21,4,6,8,21,1,9,,
9,21,4,6,8,21,1,12,5,10,8,25,1,10,,
10,12,5,10,8,25,1,26,6,15,8,31,0,0,,
0,26,6,15,8,31,0,25,8,22,9,38,1,3,,
3,25,8,22,9,38,1,31,8,25,12,39,1,14,,
14,31,8,25,12,39,1,57,7,25,21,37,5,124,,
124,57,7,25,21,37,5,67,6,24,27,32,10,262,,
262,67,6,24,27,32,10,65,5,23,28,31,9,196,,
196,65,5,23,28,31,9,43,6,22,24,33,4,93,,
93,43,6,22,24,33,4,27,6,18,14,33,2,17,,
17,27,6,18,14,33,2,9,6,12,9,29,1,2,,
2,9,6,12,9,29,1,12,5,7,9,25,0,0,,
0,12,5,7,9,25,0,18,4,8,8,22,1,2,,
2,18,4,8,8,22,1,19,5,8,7,23,1,11,,
11,19,5,8,7,23,1,27,6,16,8,32,0,0,,
0,27,6,16,8,32,0,26,8,21,8,36,1,1,,
1,26,8,21,8,36,1,23,9,27,14,42,0,2,,
2,23,9,27,14,42,0,39,8,29,24,41,2,31,,
31,39,8,29,24,41,2,60,7,27,31,37,7,85,,
85,60,7,27,31,37,7,62,5,24,28,32,12,336,,
336,62,5,24,28,32,12,35,6,22,24,32,5,80,,
80,35,6,22,24,32,5,15,6,19,14,33,0,1,,
1,15,6,19,14,33,0,8,5,14,9,29,1,3,,
3,8,5,14,9,29,1,16,4,10,9,24,1,3,,
3,16,4,10,9,24,1,23,4,8,9,21,1,8,,
8,23,4,8,9,21,1,18,5,11,9,27,1,10,,
10,18,5,11,9,27,1,27,6,15,8,31,0,0,,
0,27,6,15,8,31,0,20,8,23,10,40,0,0,,
0,20,8,23,10,40,0,26,9,27,14,42,1,9,,
9,26,9,27,14,42,1,51,8,28,24,41,3,27,,
27,51,8,28,24,41,3,66,6,26,29,35,10,229,,
229,66,6,26,29,35,10,65,5,24,28,31,14,458,,
458,65,5,24,28,31,14,48,6,24,25,34,5,128,,
128,48,6,24,25,34,5,22,6,18,14,33,2,24,,
24,22,6,18,14,33,2,4,6,12,9,28,0,0,,
0,4,6,12,9,28,0,19,4,7,8,22,0,0,,
0,19,4,7,8,22,0,18,4,7,8,21,0,0,,
0,18,4,7,8,21,0,15,5,9,8,24,0,0,,
0,15,5,9,8,24,0,25,6,17,9,33,0,0,,
0,25,6,17,9,33,0,23,8,23,9,39,0,1,,
1,23,8,23,9,39,0,27,9,25,13,41,1,22,,
22,27,9,25,13,41,1,44,8,27,23,39,3,27,,
27,44,8,27,23,39,3,60,6,25,29,34,10,171,,
171,60,6,25,29,34,10,62,5,24,28,32,8,99,,
99,62,5,24,28,32,8,34,6,24,25,35,1,16,,
16,34,6,24,25,35,1,23,6,19,14,34,2,39,,
39,23,6,19,14,34,2,5,6,12,9,28,0,0,,
0,5,6,12,9,28,0,16,4,8,8,23,1,3,,
3,16,4,8,8,23,1,26,4,6,7,21,1,2,,
2,26,4,6,7,21,1,19,5,9,8,24,0,0,,
0,19,5,9,8,24,0,27,6,15,8,31,0,1,,
1,27,6,15,8,31,0,22,8,23,9,39,0,0,,
0,22,8,23,9,39,0,26,9,27,14,42,1,2,,
2,26,9,27,14,42,1,46,8,26,22,38,4,69,,
69,46,8,26,22,38,4,63,6,25,29,34,13,391,,
391,63,6,25,29,34,13,65,5,24,28,32,10,233,,
233,65,5,24,28,32,10,50,5,23,23,32,6,200,,
200,50,5,23,23,32,6,29,6,18,14,33,2,26,,
26,29,6,18,14,33,2,5,6,11,9,28,0,0,,
0,5,6,11,9,28,0,10,5,9,9,25,0,0,,
0,10,5,9,9,25,0,25,4,8,9,23,1,3,,
3,25,4,8,9,23,1,22,5,11,8,26,1,8,,
8,22,5,11,8,26,1,35,6,15,8,31,0,1,,
1,35,6,15,8,31,0,25,8,20,8,36,1,2,,
2,25,8,20,8,36,1,28,8,24,13,40,1,6,,
6,28,8,24,13,40,1,49,7,26,22,37,4,90,,
90,49,7,26,22,37,4,63,6,24,29,33,10,206,,
206,63,6,24,29,33,10,65,5,24,27,31,12,305,,
305,65,5,24,27,31,12,43,6,23,24,33,5,137,,
137,43,6,23,24,33,5,12,7,19,14,35,0,0,,
0,12,7,19,14,35,0,16,5,13,10,30,1,9,,
9,16,5,13,10,30,1,13,5,8,9,23,0,0,,
0,13,5,8,9,23,0,22,4,7,8,21,1,20,,
20,22,4,7,8,21,1,16,5,10,8,26,0,0,,
0,16,5,10,8,26,0,19,7,16,8,34,0,0,,
0,19,7,16,8,34,0,29,8,21,9,36,2,18,,
18,29,8,21,9,36,2,32,8,23,12,38,1,9,,
9,32,8,23,12,38,1,44,7,26,22,37,4,50,,
50,44,7,26,22,37,4,69,6,23,26,31,13,413,,
413,69,6,23,26,31,13,64,5,24,28,32,8,178,,
178,64,5,24,28,32,8,48,5,22,23,31,5,160,,
160,48,5,22,23,31,5,17,6,19,14,33,1,16,,
16,17,6,19,14,33,1,17,5,14,10,30,0,1,,
1,17,5,14,10,30,0,18,4,9,9,24,0,0,,
0,18,4,9,9,24,0,21,4,7,8,22,0,1,,
1,21,4,7,8,22,0,24,5,8,8,23,1,12,,
12,24,5,8,8,23,1,35,6,13,7,29,2,15,,
15,35,6,13,7,29,2,25,8,20,9,36,1,6,,
6,25,8,20,9,36,1,25,9,28,15,44,0,0,,
0,25,9,28,15,44,0,50,8,26,22,39,5,101,,
101,50,8,26,22,39,5,69,6,24,27,32,10,269,,
269,69,6,24,27,32,10,66,5,23,27,30,11,219,,
219,66,5,23,27,30,11,44,5,23,24,32,4,116,,
116,44,5,23,24,32,4,14,6,18,14,33,0,0,,
0,14,6,18,14,33,0,15,5,13,10,28,1,10,,
10,15,5,13,10,28,1,16,4,8,9,23,1,7,,
7,16,4,8,9,23,1,28,4,7,9,22,1,4,,
4,28,4,7,9,22,1,25,5,9,8,24,1,38,,
38,25,5,9,8,24,1,33,6,14,7,28,1,2,,
2,33,6,14,7,28,1,21,8,21,8,36,0,0,,
0,21,8,21,8,36,0,25,8,21,11,36,1,21,,
21,25,8,21,11,36,1,39,8,27,23,39,3,39,,
39,39,8,27,23,39,3,63,6,24,28,32,10,255,,
255,63,6,24,28,32,10,59,6,24,28,33,7,147,,
147,59,6,24,28,33,7,32,6,23,26,33,1,8,,
8,32,6,23,26,33,1,16,6,20,15,35,1,10,,
10,16,6,20,15,35,1,24,5,15,10,30,1,4,,
4,24,5,15,10,30,1,21,4,9,9,24,1,4,,
4,21,4,9,9,24,1,24,4,7,8,22,0,0,,
0,24,4,7,8,22,0,17,5,11,9,26,1,3,,
3,17,5,11,9,26,1,35,6,15,8,31,1,11,,
11,35,6,15,8,31,1,23,8,22,9,39,0,0,,
0,23,8,22,9,39,0,27,8,25,13,40,1,4,,
4,27,8,25,13,40,1,49,7,26,22,37,4,64,,
64,49,7,26,22,37,4,69,6,24,28,32,10,241,,
241,69,6,24,28,32,10,61,5,24,28,31,9,221,,
221,61,5,24,28,31,9,39,6,23,25,33,2,22,,
22,39,6,23,25,33,2,19,6,20,15,34,1,6,,
6,19,6,20,15,34,1,13,6,13,9,29,1,3,,
3,13,6,13,9,29,1,19,4,8,9,24,1,12,,
12,19,4,8,9,24,1,26,4,8,8,22,1,6,,
6,26,4,8,8,22,1,17,5,11,8,26,0,0,,
0,17,5,11,8,26,0,30,6,15,8,31,1,14,,
14,30,6,15,8,31,1,21,8,21,9,37,0,0,,
0,21,8,21,9,37,0,28,8,25,13,39,1,23,,
23,28,8,25,13,39,1,46,8,26,24,38,6,173,,
173,46,8,26,24,38,6,65,6,23,26,31,12,304,,
304,65,6,23,26,31,12,63,5,24,28,31,8,155,,
155,63,5,24,28,31,8,41,6,23,25,33,4,85,,
85,41,6,23,25,33,4,16,6,18,14,34,0,0,,
0,16,6,18,14,34,0,13,5,12,9,27,1,41,,
41,13,5,12,9,27,1,16,4,8,9,23,0,0,,
0,16,4,8,9,23,0,24,4,8,8,22,1,18,,
18,24,4,8,8,22,1,20,5,9,8,23,1,3,,
3,20,5,9,8,23,1,30,6,13,7,28,2,13,,
13,30,6,13,7,28,2,25,8,20,8,35,2,25,,
25,25,8,20,8,35,2,29,8,23,11,37,2,42,,
42,29,8,23,11,37,2,46,7,27,23,39,3,22,,
22,46,7,27,23,39,3,63,6,27,30,35,8,184,,
184,63,6,27,30,35,8,64,5,24,29,31,12,355,,
355,64,5,24,29,31,12,40,6,24,25,34,2,15,,
15,40,6,24,25,34,2,19,6,19,14,34,1,9,,
9,19,6,19,14,34,1,10,5,13,9,29,1,48,,
48,10,5,13,9,29,1,17,4,9,9,23,1,10,,
10,17,4,9,9,23,1,22,4,6,8,21,1,10,,
10,22,4,6,8,21,1,19,5,9,8,24,1,4,,
4,19,5,9,8,24,1,30,6,15,7,30,0,0,,
0,30,6,15,7,30,0,27,7,18,7,33,2,33,,
33,27,7,18,7,33,2,28,8,25,12,39,2,34,,
34,28,8,25,12,39,2,49,7,27,24,38,3,58,,
58,49,7,27,24,38,3,63,6,26,29,35,9,153,,
153,63,6,26,29,35,9,62,5,24,28,32,11,288,,
288,62,5,24,28,32,11,43,6,24,25,33,5,99,,
99,43,6,24,25,33,5,21,6,19,13,33,2,24,,
24,21,6,19,13,33,2,10,5,11,8,27,0,0,,
0,10,5,11,8,27,0,17,4,8,9,23,1,2,,
2,17,4,8,9,23,1,22,4,6,8,21,0,0,,
0,22,4,6,8,21,0,19,5,8,7,23,0,0,,
0,19,5,8,7,23,0,26,6,16,9,32,1,4,,
4,26,6,16,9,32,1,25,8,22,9,37,2,35,,
35,25,8,22,9,37,2,26,8,29,15,43,1,2,,
2,26,8,29,15,43,1,47,8,28,23,40,3,50,,
50,47,8,28,23,40,3,65,6,25,29,34,9,163,,
163,65,6,25,29,34,9,61,5,24,28,32,11,264,,
264,61,5,24,28,32,11,43,6,22,24,32,4,113,,
113,43,6,22,24,32,4,18,6,17,13,32,0,0,,
0,18,6,17,13,32,0,10,5,12,9,27,0,0,,
0,10,5,12,9,27,0,17,4,9,9,23,0,0,,
0,17,4,9,9,23,0,23,4,6,8,21,1,2,,
2,23,4,6,8,21,1,13,5,10,9,26,0,0,,
0,13,5,10,9,26,0,28,6,18,9,33,1,4,,
4,28,6,18,9,33,1,23,8,22,9,38,1,17,,
17,23,8,22,9,38,1,28,8,27,14,42,1,17,,
17,28,8,27,14,42,1,48,8,28,24,40,2,27,,
27,48,8,28,24,40,2,63,6,25,29,33,14,437,,
437,63,6,25,29,33,14,65,5,24,28,32,11,288,,
288,65,5,24,28,32,11,43,6,22,25,32,4,97,,
97,43,6,22,25,32,4,19,6,16,12,31,3,44,,
44,19,6,16,12,31,3,11,5,12,9,28,0,0,,
0,11,5,12,9,28,0,16,4,8,9,24,2,14,,
14,16,4,8,9,24,2,21,4,7,8,22,1,6,,
6,21,4,7,8,22,1,15,5,9,8,24,1,14,,
14,15,5,9,8,24,1,27,6,16,8,31,1,4,,
4,27,6,16,8,31,1,25,8,22,9,37,0,0,,
0,25,8,22,9,37,0,26,8,25,12,39,2,33,,
33,26,8,25,12,39,2,44,8,28,23,40,4,64,,
64,44,8,28,23,40,4,65,6,25,28,34,10,195,,
195,65,6,25,28,34,10,63,5,25,28,33,7,107,,
107,63,5,25,28,33,7,40,6,24,25,34,3,42,,
42,40,6,24,25,34,3,17,6,19,14,33,1,18,,
18,17,6,19,14,33,1,12,6,15,10,31,0,0,,
0,12,6,15,10,31,0,15,4,8,8,23,2,11,,
11,15,4,8,8,23,2,21,4,8,8,24,1,16,,
16,21,4,8,8,24,1,17,5,11,9,27,1,5,,
5,17,5,11,9,27,1,29,6,16,8,32,1,3,,
3,29,6,16,8,32,1,25,8,23,9,38,0,0,,
0,25,8,23,9,38,0,28,8,24,12,37,2,49,,
49,28,8,24,12,37,2,44,8,29,25,41,2,19,,
19,44,8,29,25,41,2,65,6,30,34,37,6,81,,
81,65,6,30,34,37,6,63,5,27,31,34,7,127,,
127,63,5,27,31,34,7,41,6,25,27,36,2,39,,
39,41,6,25,27,36,2,19,6,21,15,35,1,1,,
1,19,6,21,15,35,1,7,6,12,10,30,0,0,,
0,7,6,12,10,30,0,18,4,8,9,23,1,6,,
6,18,4,8,9,23,1,23,4,9,9,24,1,7,,
7,23,4,9,9,24,1,17,5,12,9,27,0,1,,
1,17,5,12,9,27,0,30,6,16,8,31,1,10,,
10,30,6,16,8,31,1,23,8,23,9,38,1,10,,
10,23,8,23,9,38,1,27,8,28,15,43,1,2,,
2,27,8,28,15,43,1,48,8,27,23,39,4,69,,
69,48,8,27,23,39,4,67,6,25,29,33,9,226,,
226,67,6,25,29,33,9,65,5,25,28,32,11,280,,
280,65,5,25,28,32,11,43,6,25,26,34,4,83,,
83,43,6,25,26,34,4,19,6,19,14,33,0,0,,
0,19,6,19,14,33,0,10,5,13,9,29,0,0,,
0,10,5,13,9,29,0,17,5,9,9,24,0,0,,
0,17,5,9,9,24,0,25,4,7,8,21,1,13,,
13,25,4,7,8,21,1,20,5,10,8,24,0,0,,
0,20,5,10,8,24,0,30,6,15,8,31,1,8,,
8,30,6,15,8,31,1,23,8,20,8,36,0,0,,
0,23,8,20,8,36,0,28,8,27,14,41,0,0,,
0,28,8,27,14,41,0,48,7,27,22,38,2,5,,
5,48,7,27,22,38,2,62,6,25,29,33,9,186,,
186,62,6,25,29,33,9,63,5,25,29,32,11,288,,
288,63,5,25,29,32,11,41,6,23,25,33,4,80,,
80,41,6,23,25,33,4,20,6,19,14,33,1,1,,
1,20,6,19,14,33,1,13,5,13,9,29,1,9,,
9,13,5,13,9,29,1,18,4,8,9,23,1,2,,
2,18,4,8,9,23,1,22,4,9,9,24,0,0,,
0,22,4,9,9,24,0,19,5,10,8,25,1,26,,
26,19,5,10,8,25,1,29,6,14,7,30,0,0,,
0,29,6,14,7,30,0,26,8,22,8,37,0,0,,
0,26,8,22,8,37,0,30,8,26,13,40,1,21,,
21,30,8,26,13,40,1,49,7,28,23,39,4,77,,
77,49,7,28,23,39,4,67,6,25,29,33,10,202,,
202,67,6,25,29,33,10,65,5,25,29,32,12,335,,
335,65,5,25,29,32,12,46,6,23,25,32,6,226,,
226,46,6,23,25,32,6,21,6,19,14,33,0,0,,
0,21,6,19,14,33,0,10,5,13,9,29,0,0,,
0,10,5,13,9,29,0,18,4,9,9,24,2,12,,
12,18,4,9,9,24,2,22,4,7,8,22,0,0,,
0,22,4,7,8,22,0,18,5,11,9,26,1,12,,
12,18,5,11,9,26,1,29,6,16,8,31,1,1,,
1,29,6,16,8,31,1,24,8,20,8,36,1,1,,
1,24,8,20,8,36,1,27,8,26,13,41,2,28,,
28,27,8,26,13,41,2,46,8,28,24,40,3,42,,
42,46,8,28,24,40,3,64,6,28,31,36,7,129,,
129,64,6,28,31,36,7,63,5,25,28,32,11,338,,
338,63,5,25,28,32,11,43,6,24,25,34,3,77,,
77,43,6,24,25,34,3,18,6,18,14,33,0,0,,
0,18,6,18,14,33,0,11,5,12,9,28,1,16,,
16,11,5,12,9,28,1,16,4,8,9,23,2,23,,
23,16,4,8,9,23,2,22,4,7,8,22,1,11,,
11,22,4,7,8,22,1,18,5,9,8,24,1,11,,
11,18,5,9,8,24,1,29,6,15,8,31,1,4,,
4,29,6,15,8,31,1,24,8,21,8,37,1,3,,
3,24,8,21,8,37,1,27,8,26,13,40,1,16,,
16,27,8,26,13,40,1,46,8,29,26,41,1,12,,
12,46,8,29,26,41,1,64,6,26,29,35,6,92,,
92,64,6,26,29,35,6,63,5,25,28,32,10,198,,
198,63,5,25,28,32,10,43,6,22,24,32,5,116,,
116,43,6,22,24,32,5,18,6,19,14,33,1,21,,
21,18,6,19,14,33,1,11,5,13,9,28,1,36,,
36,11,5,13,9,28,1,16,4,9,9,24,0,0,,
0,16,4,9,9,24,0,22,4,8,8,23,1,4,,
4,22,4,8,8,23,1,18,5,11,9,26,1,2,,
2,18,5,11,9,26,1,29,6,14,7,30,1,6,,
6,29,6,14,7,30,1,24,8,21,8,37,1,3,,
3,24,8,21,8,37,1,27,8,27,14,42,1,14,,
14,27,8,27,14,42,1,46,8,28,23,40,5,103,,
103,46,8,28,23,40,5,64,6,26,29,34,13,317,,
317,64,6,26,29,34,13,63,5,26,30,34,8,175,,
175,63,5,26,30,34,8,43,6,22,24,32,6,180,,
180,43,6,22,24,32,6,18,6,19,14,34,1,4,,
4,18,6,19,14,34,1,11,6,14,9,30,0,0,,
0,11,6,14,9,30,0,16,4,9,9,24,0,0,,
0,16,4,9,9,24,0,22,4,10,9,24,1,22,,
22,22,4,10,9,24,1,18,5,10,8,25,1,10,,
10,18,5,10,8,25,1,29,6,17,9,33,1,6,,
6,29,6,17,9,33,1,24,8,20,8,35,1,6,,
6,24,8,20,8,35,1,27,8,27,14,41,1,15,,
15,27,8,27,14,41,1,46,8,28,24,40,4,60,,
60,46,8,28,24,40,4,64,6,25,27,33,15,557,,
557,64,6,25,27,33,15,63,5,24,28,32,11,282,,
282,63,5,24,28,32,11,43,6,23,24,33,3,34,,
34,43,6,23,24,33,3,18,6,19,14,33,0,0,,
0,18,6,19,14,33,0,11,5,13,9,29,0,0,,
0,11,5,13,9,29,0,16,5,9,9,24,0,0,,
0,16,5,9,9,24,0,22,4,6,8,21,2,22,,
22,22,4,6,8,21,2,18,5,10,8,25,0,1,,
1,18,5,10,8,25,0,29,6,14,8,30,1,9,,
9,29,6,14,8,30,1,24,8,21,9,37,1,9,,
9,24,8,21,9,37,1,27,8,27,14,41,0,0,,
0,27,8,27,14,41,0,46,8,29,26,41,2,26,,
26,46,8,29,26,41,2,64,6,26,29,35,10,245,,
245,64,6,26,29,35,10,63,5,24,28,32,11,302,,
302,63,5,24,28,32,11,43,6,24,25,34,4,93,,
93,43,6,24,25,34,4,22,6,20,14,34,1,5,,
5,22,6,20,14,34,1,12,5,13,9,29,0,0,,
0,12,5,13,9,29,0,21,4,9,9,24,0,0,,
0,21,4,9,9,24,0,8,4,7,8,22,1,4,,
4,8,4,7,8,22,1,17,5,10,8,25,1,7,,
7,17,5,10,8,25,1,30,6,17,8,32,1,4,,
4,30,6,17,8,32,1,19,8,21,9,37,1,4,,
4,19,8,21,9,37,1,35,8,26,13,40,2,27,,
27,35,8,26,13,40,2,49,8,26,22,38,6,130,,
130,49,8,26,22,38,6,63,6,26,29,34,10,195,,
195,63,6,26,29,34,10,70,5,24,28,31,13,374,,
374,70,5,24,28,31,13,40,6,23,25,33,6,199,,
199,40,6,23,25,33,6,21,6,19,14,33,1,11,,
11,21,6,19,14,33,1,6,6,12,9,28,0,0,,
0,6,6,12,9,28,0,12,4,7,8,23,0,0,,
0,12,4,7,8,23,0,19,4,7,8,21,1,4,,
4,19,4,7,8,21,1,17,5,10,8,25,0,0,,
0,17,5,10,8,25,0,41,6,15,8,31,1,2,,
2,41,6,15,8,31,1,23,8,19,8,35,1,4,,
4,23,8,19,8,35,1,29,8,24,12,38,2,28,,
28,29,8,24,12,38,2,38,8,26,22,38,4,95,,
95,38,8,26,22,38,4,54,6,26,29,34,7,116,,
116,54,6,26,29,34,7,52,5,25,28,32,11,228,,
228,52,5,25,28,32,11,43,6,23,25,33,5,128,,
128,43,6,23,25,33,5,27,6,17,12,32,2,29,,
29,27,6,17,12,32,2,18,5,12,9,28,1,39,,
39,18,5,12,9,28,1,37,4,6,8,22,2,12,,
12,37,4,6,8,22,2,20,4,7,8,22,0,0,,
0,20,4,7,8,22,0,19,5,10,8,25,1,16,,
16,19,5,10,8,25,1,26,6,14,7,29,1,9,,
9,26,6,14,7,29,1,26,8,22,9,37,1,17,,
17,26,8,22,9,37,1,28,8,27,14,42,1,5,,
5,28,8,27,14,42,1,44,8,28,24,39,4,95,,
95,44,8,28,24,39,4,63,6,26,29,34,8,131,,
131,63,6,26,29,34,8,68,5,25,29,33,10,227,,
227,68,5,25,29,33,10,46,6,24,25,34,4,99,,
99,46,6,24,25,34,4,27,6,19,14,34,2,28,,
28,27,6,19,14,34,2,11,6,14,10,29,0,4,,
4,11,6,14,10,29,0,21,4,9,9,24,0,0,,
0,21,4,9,9,24,0,27,4,7,8,22,1,11,,
11,27,4,7,8,22,1,23,5,11,8,26,1,11,,
11,23,5,11,8,26,1,18,7,16,8,32,0,0,,
0,18,7,16,8,32,0,15,8,23,10,39,0,0,,
0,15,8,23,10,39,0,35,8,26,13,41,1,4,,
4,35,8,26,13,41,1,39,8,27,23,39,5,130,,
130,39,8,27,23,39,5,68,6,26,29,35,9,184,,
184,68,6,26,29,35,9,49,6,26,30,33,11,264,,
264,49,6,26,30,33,11,54,5,23,25,33,5,147,,
147,54,5,23,25,33,5,21,6,19,14,34,2,32,,
32,21,6,19,14,34,2,9,6,14,10,30,0,0,,
0,9,6,14,10,30,0,11,5,9,9,24,0,0,,
0,11,5,9,9,24,0,21,4,8,9,23,1,6,,
6,21,4,8,9,23,1,20,5,9,8,24,1,8,,
8,20,5,9,8,24,1,26,6,15,8,31,1,3,,
3,26,6,15,8,31,1,30,8,23,10,39,1,2,,
2,30,8,23,10,39,1,28,8,27,13,41,1,17,,
17,28,8,27,13,41,1,54,8,26,22,38,2,19,,
19,54,8,26,22,38,2,72,6,25,29,33,12,312,,
312,72,6,25,29,33,12,58,5,25,30,33,8,128,,
128,58,5,25,30,33,8,38,6,24,25,34,2,37,,
37,38,6,24,25,34,2,23,6,20,14,34,0,0,,
0,23,6,20,14,34,0,17,5,15,10,30,1,2,,
2,17,5,15,10,30,1,3,5,9,10,25,0,1,,
